Etablissement;Filière de formation;Filière de formation très détaillée;Capacité de l’établissement par formation;Dont effectif des admis néo bacheliers sans information sur la mention au bac;Dont effectif des admis néo bacheliers sans mention au bac;Dont effectif des admis néo bacheliers avec mention Assez Bien au bac;Dont effectif des admis néo bacheliers avec mention Bien au bac;Dont effectif des admis néo bacheliers avec mention Très Bien au bac;Dont effectif des admis néo bacheliers avec mention Très Bien avec félicitations au bac;% d’admis néo bacheliers sans information sur la mention au bac;% d’admis néo bacheliers sans mention au bac;% d’admis néo bacheliers avec mention Assez Bien au bac;% d’admis néo bacheliers avec mention Bien au bac;% d’admis néo bacheliers avec mention Très Bien au bac;% d’admis néo bacheliers avec mention Très Bien avec félicitations au bac;Effectif total des candidats ayant accepté la proposition de l’établissement (admis);Effectif total des candidats pour une formation
Nantes Université;Licence - Parcours d'Accès Spécifique Santé (PASS);;36;0;0;2;16;17;1;0;0;6;44;47;3;36;2326
Universite Jean Monnet, Saint-Etienne;Licence - Parcours d'Accès Spécifique Santé (PASS);Psychologie cognitive et Activités Physiques et Sportives;36;0;4;9;19;4;0;0;11;25;53;11;0;36;2271
Lycée Teilhard De Chardin;BTS - Services - Banque conseiller de clientèle;;36;0;7;11;2;0;0;0;35;55;10;0;0;28;324
Institut agricole de Genech;BTS - Agricole - Agronomie : Productions végétales;;36;0;9;14;5;1;0;0;31;48;17;3;0;34;372
Lycée des métiers René Cassin;CPGE - ENS Rennes D1;;36;0;0;2;15;18;1;0;0;6;42;50;3;36;899
Lycée Louis De Cormontaigne;CPGE - PTSI;;36;0;1;4;3;2;1;0;9;36;27;18;9;20;324
Lycée Fenelon;BTS - Services - Tourisme;;36;0;8;4;3;0;0;0;53;27;20;0;0;24;477
Lycée Hotel.Tourisme Gascogne;Mise à niveau - Hôtellerie restauration;;36;0;10;10;1;0;0;0;48;48;5;0;0;30;521
IPAG Business School - Campus de Paris;Formation des écoles de commerce et de management Bac + 3 - Programme Bachelor;Programme Bachelor - Spécialisation Management du Luxe;36;0;9;7;4;0;0;0;45;35;20;0;0;27;681
Lycée Saint-Genès;Formation d'ingénieur Bac + 5 - Série générale;Série générale;36;0;1;6;5;0;0;0;8;50;42;0;0;19;899
Université du littoral - Site de Dunkerque;Licence - Langues étrangères appliquées - Parcours ANGLAIS-ALLEMAND;ANGLAIS-ALLEMAND;36;0;4;2;2;0;0;0;50;25;25;0;0;17;72
Université du littoral - Site de Boulogne-sur-Mer;Licence - Langues étrangères appliquées - Parcours ANGLAIS-ALLEMAND;ANGLAIS-ALLEMAND;36;0;1;2;2;0;0;0;20;40;40;0;0;7;74
Université Toulouse 3 Paul Sabatier;Licence - Parcours d'Accès Spécifique Santé (PASS);;36;0;1;11;15;8;0;0;3;31;43;23;0;36;2970
Lycée Saint Luc Cambrai;BTS - Services - Service et prestation des secteurs sanitaire et social;;36;0;19;7;0;0;0;0;73;27;0;0;0;29;197
Lycée Teilhard De Chardin;BTS - Services - Gestion de la PME;;36;0;7;5;2;0;0;0;50;36;14;0;0;18;266
Lycée La Sagesse;BTS - Services - Management Commercial Opérationnel;;36;0;4;6;4;1;0;0;27;40;27;7;0;19;282
Lycée Jean Baptiste Corot;BTS - Services - Management Commercial Opérationnel;;36;0;8;16;6;2;0;0;25;50;19;6;0;37;1334
Lycée Jean Baptiste Corot;CPGE - Lettres;;36;0;0;3;5;5;0;0;0;23;38;38;0;18;231
Lycée des Métiers - Hôtelier JBS Chardin;BTS - Services - Management en hôtellerie restauration;;36;0;6;13;2;1;0;0;27;59;9;5;0;22;182
Université de Rouen Normandie - Campus Evreux;Licence - Portail Sciences de la vie - Licence Sciences de la vie;Licence Sciences de la vie;36;0;10;9;2;1;0;0;45;41;9;5;0;32;605
Université de Rouen Normandie - Campus Mont-Saint-Aignan;Licence - Portail Lettres;;36;0;9;4;2;0;0;0;60;27;13;0;0;32;225
Nantes Université;Licence - Portail Sciences de la vie;;36;0;2;9;20;4;0;0;6;26;57;11;0;36;2050
Lycée professionnel Jules Ferry;BTS - Services - Métiers de l'esthétique-cosmétique-parfumerie;;36;0;9;9;2;0;0;0;45;45;10;0;0;28;900
Ecole Technique Sup Laboratoire;BTS - Production - Métiers de la chimie;;36;0;6;3;0;0;0;0;67;33;0;0;0;24;342
Lycée professionnel Hôtelier La Renaissance;BTS - Services - Management en hôtellerie restauration;;36;0;4;6;3;5;0;0;22;33;17;28;0;28;124
Institut agricole de Genech;BTS - Agricole - productions animales;;36;0;7;11;10;1;0;0;24;38;34;3;0;33;361
Lycée Saint Luc Cambrai;BTS - Services - Opticien-Lunetier;;36;0;8;6;3;0;0;0;47;35;18;0;0;26;174
Lycée Choiseul;BTS - Services - Management Commercial Opérationnel;;36;0;10;15;4;1;0;0;33;50;13;3;0;34;1393
Lycée Georges Brassens;BTS - Services - Services informatiques aux organisations;;36;0;13;3;6;0;0;0;59;14;27;0;0;36;646
Lycée Marie De Champagne;BTS - Services - Gestion de la PME;;36;0;20;7;2;1;0;0;67;23;7;3;0;36;494
Lycée Mathias;BTS - Services - Services informatiques aux organisations;;36;0;14;4;2;0;0;0;70;20;10;0;0;30;778
Université de Bourgogne - site de Dijon;Licence - Portail Sciences et Techniques des Activités Physiques et Sportives;;36;0;10;12;11;3;0;0;28;33;31;8;0;37;1374
Lycée Pierre Bayle;BTS - Services - Gestion de la PME;;36;0;4;2;2;0;0;0;50;25;25;0;0;20;280
Lycée Félix EBOUE;BTS - Services - Gestion de la PME;;36;0;8;6;0;1;0;0;53;40;0;7;0;22;706
Lycée des métiers de l'Hôtellerie et du Tourisme Archipel Guadeloupe;BTS - Services - Management en hôtellerie restauration;;36;0;1;8;6;0;0;0;7;53;40;0;0;31;139
Université Toulouse 3 Paul Sabatier;CUPGE - Informatique;;36;0;0;9;14;9;0;0;0;28;44;28;0;35;400
Université Toulouse 3 Paul Sabatier;CUPGE - Sciences pour l'ingénieur;Mention Physique;36;0;0;3;18;3;1;0;0;12;72;12;4;33;1055
Lycée Félix EBOUE;BTS - Services - Comptabilité et gestion;;36;0;7;10;7;3;0;0;26;37;26;11;0;30;510
Institut agricole de Genech;BTS - Agricole - Production horticole;;36;0;5;2;2;0;0;0;56;22;22;0;0;12;165
Lycée Deforest De Lewarde;BTS - Services - Support à l'action managériale;;36;0;2;4;2;0;0;0;25;50;25;0;0;13;150
Lycée Notre-Dame De Bury;Diplôme de Comptabilité et de Gestion;;36;0;7;7;3;0;0;0;41;41;18;0;0;24;261
Lycée Notre-Dame De Bury;BTS - Services - Commerce International;;36;0;14;4;1;0;0;0;74;21;5;0;0;38;378
Lycée Gustave Eiffel;BTS - Services - Comptabilité et gestion;;36;0;6;10;14;1;0;0;19;32;45;3;0;35;800
Université Jean Moulin Lyon 3;Licence - Portail Langues Etrangères Appliquées Anglais-Russe - Cursus 4 ans;Langues Etrangères Appliquées Anglais-Russe - Cursus 4 ans;36;0;7;10;6;0;0;0;30;43;26;0;0;33;161
Lycée Saint-Joseph;BTS - Services - Métiers de l'esthétique-cosmétique-parfumerie;;36;0;1;0;0;1;0;0;50;0;0;50;0;3;140
Nantes Université;Licence - Portail Chimie - Chimie et Sciences physiques;Chimie et Sciences physiques;36;0;0;6;3;0;0;0;0;67;33;0;0;24;860
Lycée Choiseul;BTS - Services - Commerce International;;36;0;10;14;5;1;0;0;33;47;17;3;0;35;1126
Lycée Francois Rabelais;BTS - Services - Management en hôtellerie restauration;;36;0;3;9;2;4;0;0;17;50;11;22;0;28;200
Lycée Le Rebours;BTS - Services - Support à l'action managériale;;36;0;7;6;3;1;0;0;41;35;18;6;0;25;337
Université du littoral - Site de Dunkerque;Licence - Géographie et aménagement;;36;0;5;4;2;0;0;0;45;36;18;0;0;27;154
Université du littoral - Site de Calais -;Licence - Portail Physique, chimie;;36;0;2;2;1;0;0;0;40;40;20;0;0;9;282
Université du littoral - Site de Calais -;Licence - Portail Mathématiques;;36;0;4;1;0;0;0;0;80;20;0;0;0;11;188
I.U.T de Toulouse;BUT - Information communication Parcours information numérique dans les organisations;;36;0;3;14;5;1;0;0;13;61;22;4;0;36;981
Université Toulouse 3 Paul Sabatier;Licence - Mathématiques - Parcours Parcours Préparatoire au Professorat des Ecoles (PPPE);Parcours Préparatoire au Professorat des Ecoles (PPPE);36;0;1;10;8;2;0;0;5;48;38;10;0;35;477
Lycée Teilhard De Chardin;Diplôme de Comptabilité et de Gestion;;36;0;3;5;5;1;0;0;21;36;36;7;0;21;284
Lycée Stéphane Hessel;BTS - Services - Management Commercial Opérationnel;;36;0;18;11;4;0;0;0;55;33;12;0;0;36;505
Lycée des métiers René Cassin;BTS - Services - Management Commercial Opérationnel;;36;0;9;10;2;0;0;0;43;48;10;0;0;28;2125
Lycée des métiers René Cassin;BTS - Services - Commerce International;;36;0;8;9;7;1;0;0;32;36;28;4;0;34;1969
Lycée Notre Dame De La Merci;CPGE - ECG -  - Mathématiques appliquées + ESH;;36;0;0;8;15;2;0;0;0;32;60;8;0;27;521
Lycée Sup'Javouhey BREST;BTS - Services - Support à l'action managériale;;36;0;16;9;2;0;0;0;59;33;7;0;0;31;289
Nantes Université;Licence - Portail Chimie - Chimie et Sciences physiques;Chimie et Sciences physiques;36;0;3;15;7;3;1;0;10;52;24;10;3;35;690
Lycée Stéphane Hessel;BTS - Services - Comptabilité et gestion;;36;0;4;4;1;1;0;0;40;40;10;10;0;27;1887
Lycée Hugues Libergier;BTS - Services - Commerce International;;36;0;5;15;3;1;0;0;21;62;12;4;0;33;1097
Nantes Université;Licence - Portail Sciences de la vie et de la terre;;36;0;5;21;6;0;0;0;16;66;19;0;0;36;1451
Université de Rouen Normandie - Campus Mont-Saint-Aignan;Licence - Sociologie - Parcours Prépa IEP Sciencespo (Camille Saint Saëns);Prépa IEP Sciencespo (Camille Saint Saëns);36;0;0;4;12;18;2;0;0;11;33;50;6;36;496
Lycée professionnel Agricole horticoles de Kerplouz;BTS - Agricole - Gestion et protection de la nature;;36;0;10;8;7;1;0;0;38;31;27;4;0;36;433
Campus des Comtes de champagne - URCA;Licence - Sciences pour la santé - Droit -  Accès Santé;Droit : Campus des Comtes de champagne - URCA;36;0;9;9;1;1;0;0;45;45;5;5;0;32;189
Lycée Saint Thomas D'Aquin Veritas;Formation d'ingénieur Bac + 5 - Série générale;Série générale;36;0;0;14;14;2;0;0;0;47;47;7;0;34;1006
Lycée Jan Lavezzari;BTS - Services - Economie sociale familiale;;36;0;10;3;5;1;0;0;53;16;26;5;0;25;579
Lycée Monge;CPGE - TSI;;36;0;0;8;19;4;0;0;0;26;61;13;0;32;269
Lycée La Salle Passy Buzenval;Formation d'ingénieur Bac + 5 - Série STI2D;Bac STI2D;36;0;0;10;12;0;0;0;0;45;55;0;0;23;144
Lycée Sainte-Croix Saint-Euverte;CPGE - MPSI;;36;0;5;13;1;0;0;0;26;68;5;0;0;24;436
Lycée GUSTAVE EIFFEL;BTS - Production - Bâtiment;;36;0;12;5;4;0;0;0;57;24;19;0;0;32;788
I.U.T de Chartres;BUT - Génie industriel et maintenance (Seconde année possible en apprentissage);;36;0;13;12;2;0;0;0;48;44;7;0;0;33;356
Lycée Le Castel;Diplôme de Comptabilité et de Gestion;;36;0;6;8;7;0;0;0;29;38;33;0;0;34;513
Université de Bretagne Sud - Site de Lorient;Licence - Portail Sciences de la vie et de la terre - Bio et Ecologie générale, Bio cellulaire moléculaire, Sciences de l'environnement, Bio Biotech, Bio Biosanté, TACB;;36;0;9;14;5;0;0;0;32;50;18;0;0;31;778
Lycée Jules Guesde;BTS - Services - Support à l'action managériale;;36;0;11;9;2;1;0;0;48;39;9;4;0;30;1118
Lycée Sup'Javouhey BREST;BTS - Services - Gestion de la PME;;35;0;15;9;0;0;0;0;62;38;0;0;0;30;342
Lycée ALBERT CAMUS;BTS - Services - Management Commercial Opérationnel;;35;0;14;8;4;0;0;0;54;31;15;0;0;30;1714
Lycée Andre Malraux;BTS - Services - Communication;;35;0;6;8;8;0;0;0;27;36;36;0;0;30;841
Lycée Louis Blaringhem;BTS - Services - Gestion de la PME;;35;0;13;9;2;0;0;0;54;38;8;0;0;24;390
Lycée Carrel;BTS - Services - Economie sociale familiale;;35;0;4;5;4;0;0;0;31;38;31;0;0;24;433
Lycée Carrel;BTS - Services - Négociation et digitalisation de la Relation Client;;35;0;6;15;5;3;0;0;21;52;17;10;0;32;777
Lycée Ozenne;BTS - Services - Assurance;;35;0;13;9;3;0;0;0;52;36;12;0;0;36;1181
LPO Talensac - Jeanne Bernard;BTS - Services - Service et prestation des secteurs sanitaire et social;;35;0;15;2;5;0;0;0;68;9;23;0;0;24;274
Lycée St Pierre La Joliverie;BTS - Services - Management Commercial Opérationnel;;35;0;10;9;5;0;0;0;42;38;21;0;0;30;535
Lycée général et technologique Carcouët;BTS - Services - Communication;;35;0;12;10;2;2;0;0;46;38;8;8;0;32;2186
Lycée polyvalent Nicolas Appert;Mise à niveau - Hôtellerie restauration;;35;0;7;4;2;0;0;0;54;31;15;0;0;25;448
Lycée du PAYS DE CONDE;BTS - Services - Gestion de la PME;;35;0;15;5;1;0;0;0;71;24;5;0;0;29;778
Institution Saint Alyre;BTS - Services - Management Commercial Opérationnel;;35;0;13;9;1;2;0;0;52;36;4;8;0;32;440
Lycée Baudimont Saint-Charles;BTS - Services - Gestion de la PME;;35;0;6;4;0;0;0;0;60;40;0;0;0;21;175
Lycée Mariette;BTS - Services - Support à l'action managériale;;35;0;9;2;3;0;0;0;64;14;21;0;0;20;294
Université Polytechnique Hauts-de-France;Licence - Sciences pour l'ingénieur - Parcours Génie Electrique Informatique Industrielle;Génie Electrique Informatique Industrielle;35;0;4;1;1;0;0;0;67;17;17;0;0;30;321
Université Polytechnique Hauts-de-France;Licence - Sciences pour l'ingénieur - Parcours Ingénierie Mécanique;Ingénierie Mécanique;35;0;3;4;6;0;0;0;23;31;46;0;0;31;333
Lycée Ambroise Pare;BTS - Services - Négociation et digitalisation de la Relation Client;;35;0;9;5;4;0;0;0;50;28;22;0;0;24;855
Lycée Emile Littré;BTS - Services - Management Commercial Opérationnel;;35;0;8;3;5;0;0;0;50;19;31;0;0;18;543
Lycée Augustin Fresnel;BTS - Services - Gestion de la PME;;35;0;9;5;1;1;0;0;56;31;6;6;0;25;180
Lycée Saliège;BTS - Services - Management Commercial Opérationnel;;35;0;14;6;1;1;0;0;64;27;5;5;0;30;483
Lycée Saliège;BTS - Services - Négociation et digitalisation de la Relation Client;;35;0;16;6;1;0;0;0;70;26;4;0;0;26;450
Lycée Paul Eluard;BTS - Services - Management Commercial Opérationnel;;35;0;14;10;3;0;0;0;52;37;11;0;0;31;3587
Lycée Albert Schweitzer;CPGE - Lettres;;35;0;1;10;16;5;0;0;3;31;50;16;0;34;241
Lycée Gustave Flaubert;BTS - Services - Commerce International;;35;0;6;10;6;0;0;0;27;45;27;0;0;33;1612
Lycée Claude Monet;BTS - Services - Support à l'action managériale;;35;0;6;4;4;4;0;0;33;22;22;22;0;28;346
Lycée Jeanne D'Arc;BTS - Services - Management Commercial Opérationnel;;35;0;12;12;4;0;0;0;43;43;14;0;0;34;386
Lycée Jeanne D'Arc;BTS - Services - Tourisme;;35;0;13;2;8;0;0;0;57;9;35;0;0;34;286
Université de Perpignan Via Domitia;Licence - Mathématiques - Parcours PPPE;PPPE;35;0;3;3;3;0;0;0;33;33;33;0;0;22;238
Lycée Jean Jaurès;BTS - Services - Management Commercial Opérationnel;;35;0;9;12;3;0;0;0;38;50;12;0;0;35;1317
Lycée Rene Cassin;BTS - Services - Comptabilité et gestion;;35;0;15;7;2;0;0;0;62;29;8;0;0;32;376
Université de Pau et des Pays de l'Adour;Licence - Portail Physique, chimie;;35;0;8;8;5;0;0;0;38;38;24;0;0;29;413
Université de Poitiers;Licence - Portail Langues, littératures & civilisations étrangères et régionales - Anglais -  Accès Santé;Langues, littératures & civilisations étrangères et régionales - Anglais;35;0;0;3;21;11;0;0;0;9;60;31;0;35;366
Lycée Francois Couperin;BTS - Services - Management Commercial Opérationnel;;35;0;15;12;5;1;0;0;45;36;15;3;0;34;670
Lycée Saint Remi;BTS - Services - Economie sociale familiale;;35;0;8;10;5;0;0;0;35;43;22;0;0;30;234
Lycée Leonard De Vinci;BTS - Services - Management Commercial Opérationnel;;35;0;13;8;5;1;0;0;48;30;19;4;0;33;1048
Lycée Thibaut de Champagne;BTS - Services - Gestion de la PME;;35;0;7;5;1;2;0;0;47;33;7;13;0;24;435
Lycée Joliot Curie;BTS - Services - Commerce International;;35;0;9;7;3;0;0;0;47;37;16;0;0;29;1067
Lycée Camille Claudel;BTS - Services - Management Commercial Opérationnel;;35;0;11;11;4;0;0;0;42;42;15;0;0;29;814
Lycée Louis Thuillier;CPGE - ECT - Option technologique;;35;0;7;1;7;0;0;0;47;7;47;0;0;22;176
Lycée Saint Remi;BTS - Services - Service et prestation des secteurs sanitaire et social;;35;0;8;5;4;0;0;0;47;29;24;0;0;17;258
Université Côte d'Azur;Licence - Lettres - Parcours Parcours préparatoire au professorat des écoles;Parcours préparatoire au professorat des écoles;35;0;4;13;12;0;0;0;14;45;41;0;0;34;344
SKEMA Business School - Campus de Lille;Formation des écoles de commerce et de management Bac + 3 - ESDHEM Droit;ESDHEM Droit;35;0;5;14;9;1;0;0;17;48;31;3;0;37;162
Lycée professionnel Turgot;BTS - Services - Gestion de la PME;;35;0;23;4;1;1;0;0;79;14;3;3;0;36;762
Lycée Paul Gauguin;CPGE - ECG -  - Mathématiques appliquées + ESH;;35;0;2;7;7;6;0;0;9;32;32;27;0;23;106
Lycée Jean-Jacques Rousseau;CPGE - ECG -  - Mathématiques appliquées + ESH;;35;0;1;3;1;0;0;0;20;60;20;0;0;8;321
Lycée Albert Schweitzer;CPGE - ECG -  - Mathématiques approfondies + HGG;;35;0;5;7;2;2;0;0;31;44;12;12;0;18;256
Lycée Leconte de Lisle;CPGE - ENS Rennes D1;;35;0;0;3;13;18;1;0;0;9;37;51;3;37;291
UniLaSalle Beauvais;Formation d'ingénieur Bac + 5 - Autres Séries (Bac STL, STI2D, STAV, PSC0, bacs internationaux);Autres Séries (Bac STL, STI2D, STAV, PSC0, bacs internationaux);35;0;3;7;10;1;0;0;14;33;48;5;0;21;78
Université Côte d'Azur;Double licence - Mathématiques / Physique - Double licence Mathématiques - Physique;Double licence Mathématiques - Physique;35;0;0;1;2;5;1;0;0;11;22;56;11;22;1254
Université Côte d'Azur;Double licence - Physique / Sciences de la terre - Double licence Physique - Sciences de la Terre;Double licence Physique - Sciences de la Terre;35;0;0;4;3;0;0;0;0;57;43;0;0;11;329
Lycée Anguier;BTS - Services - Gestion de la PME;;35;0;9;6;6;1;0;0;41;27;27;5;0;27;126
Lycée Charles De Gaulle;BTS - Services - Management Commercial Opérationnel;;35;0;20;7;3;0;0;0;67;23;10;0;0;31;1497
Lycée Antoine de Saint Exupery;BTS - Services - Comptabilité et gestion;;35;0;12;10;1;0;0;0;52;43;4;0;0;27;807
Lycée Aristide Maillol;BTS - Services - Gestion de la PME;;35;0;8;7;2;2;0;0;42;37;11;11;0;20;485
Lycée Saint Martin;BTS - Services - Management en hôtellerie restauration;;35;0;2;3;5;1;0;0;18;27;45;9;0;23;66
Lycée Sainte-Cecile;BTS - Services - Service et prestation des secteurs sanitaire et social;;35;0;12;9;0;0;0;0;57;43;0;0;0;28;210
Ecole Universitaire de premier cycle - Campus d'Orsay Université Paris-Saclay;Licence - Parcours d'Accès Spécifique Santé (PASS);;35;0;0;5;9;17;1;0;0;16;28;53;3;35;7781
Faculté de médecine;Certificat de capacité d'Orthophoniste;;35;0;0;0;3;7;1;0;0;0;27;64;9;35;1419
Lycée polyvalent privé Notre-Dame Saint-François;BTS - Services - Négociation et digitalisation de la Relation Client;;35;0;12;7;4;2;0;0;48;28;16;8;0;35;225
Lycée Jean-Baptiste Poquelin;BTS - Services - Comptabilité et gestion;;35;0;12;9;4;0;0;0;48;36;16;0;0;31;364
Université Claude Bernard Lyon 1;Licence - Parcours d'Accès Spécifique Santé (PASS);;35;0;0;3;8;19;1;0;0;10;26;61;3;33;6836
EiSINe - Reims;Licence - Electronique, énergie électrique, automatique;;35;0;3;3;0;0;0;0;50;50;0;0;0;11;144
Lycée Geoffroy-St-Hilaire;BTS - Services - Professions immobilières;;35;0;7;18;2;0;0;0;26;67;7;0;0;30;918
Université Côte d'Azur;Licence - Sciences et technologies - Parcours Parcours Préparatoire au Professorat des Ecoles (PPPE);Parcours Préparatoire au Professorat des Ecoles (PPPE);35;0;6;8;2;0;0;0;38;50;12;0;0;35;240
Centre d'études forestières et agricoles;BTS - Agricole - Gestion forestière;;35;0;9;3;2;2;0;0;56;19;12;12;0;22;231
Lycée polyvalent privé Notre-Dame Saint-François;BTS - Services - Management Commercial Opérationnel;;35;0;8;6;2;0;0;0;50;38;12;0;0;23;256
Lycée Blanche De Castille;CPGE - B/L - Lettres et sciences sociales;;35;0;1;4;9;7;0;0;5;19;43;33;0;23;497
LGT SAINT FELIX - LA SALLE;BTS - Services - Commerce International;;35;0;19;12;4;0;0;0;54;34;11;0;0;35;548
Lycée Robert Schuman;BTS - Services - Support à l'action managériale;;35;0;10;8;4;0;0;0;45;36;18;0;0;30;316
Université Claude Bernard Lyon 1;Licence - Parcours d'Accès Spécifique Santé (PASS);proposée par l?Université Claude Bernard Lyon 1;35;0;0;1;8;19;6;0;0;3;24;56;18;35;5020
Université Côte d'Azur;Double licence - Informatique / Mathématiques - Double licence Mathématiques-Informatique;Double licence Mathématiques-Informatique;35;0;4;4;5;9;0;0;18;18;23;41;0;32;815
Lycée Saint Remi;BTS - Services - Services informatiques aux organisations;;35;0;12;6;1;0;0;0;63;32;5;0;0;30;305
Ecole Nationale De Commerce;BTS - Services - Professions immobilières;;35;0;15;10;8;3;0;0;42;28;22;8;0;40;3216
Lycée Maurice Ravel;BTS - Services - Collaborateur juriste notarial;;35;0;2;7;4;1;0;0;14;50;29;7;0;28;1383
Ecole Universitaire de premier cycle - Campus d'Orsay Université Paris-Saclay;Licence - Parcours d'Accès Spécifique Santé (PASS);;35;0;0;3;18;9;1;0;0;10;58;29;3;34;8207
Institution Saint Alyre;CPGE - ECG -  - Mathématiques appliquées + ESH;;35;0;1;6;3;1;0;0;9;55;27;9;0;30;299
Lycée Albert Camus;BTS - Services - Management Commercial Opérationnel;;35;0;16;5;5;1;0;0;59;19;19;4;0;34;619
Lycée Jean Lurcat;BTS - Services - Gestion des transports et logistique associée;;35;0;22;8;1;1;0;0;69;25;3;3;0;40;1165
Lycée Jean Lurcat;BTS - Services - Professions immobilières;;35;0;7;13;5;2;0;0;26;48;19;7;0;35;3163
Lycée Georges Braque;BTS - Services - Support à l'action managériale;;35;0;10;11;4;0;0;0;40;44;16;0;0;31;908
Lycée Alfred Kastler;BTS - Services - Négociation et digitalisation de la Relation Client;;35;0;10;11;8;0;0;0;34;38;28;0;0;29;1257
Lycée Saint-Exupery;BTS - Services - Négociation et digitalisation de la Relation Client;;35;0;7;18;4;0;0;0;24;62;14;0;0;37;972
Lycée polyvalent Nelson Mandela;BTS - Services - Banque conseiller de clientèle;;35;0;13;9;2;0;0;0;54;38;8;0;0;33;931
Lycée polyvalent Nelson Mandela;BTS - Services - Comptabilité et gestion;;35;0;9;5;5;1;0;0;45;25;25;5;0;31;1303
Lycée André Malraux;BTS - Services - Comptabilité et gestion;;35;0;4;5;1;0;0;0;40;50;10;0;0;16;1378
Lycée Bernard Palissy;BTS - Services - Communication;;35;0;9;12;3;1;0;0;36;48;12;4;0;33;1315
Lycée Jean-Baptiste De Baudre;BTS - Services - Management Commercial Opérationnel;;35;0;5;15;3;0;0;0;22;65;13;0;0;29;580
Université Paris 2 Panthéon - Assas;Double licence - Droit / Histoire - Droit et Histoire;Droit et Histoire;35;0;0;1;10;24;0;0;0;3;29;69;0;35;1665
